Subject,Gender,Run,Trial,Partner_cost,PainReduce,Efficiency,Choice,Allocation,Choice_Miss,Allocation_Miss
322,2,3,61,18,14.4,3,1,6,0,0
322,2,3,62,8,6.4,1,0,2,0,0
322,2,3,63,12,9.6,2,1,7,0,0
322,2,3,64,14,11.2,1,0,5,0,0
322,2,3,65,16,12.8,2,0,8,0,0
322,2,3,66,8,6.4,3,1,3,0,0
322,2,3,67,20,16,3,1,7,0,0
322,2,3,68,10,8,2,0,7,0,0
322,2,3,69,20,16,2,0,10,0,0
322,2,3,70,4,3.2,1,0,1,0,0
322,2,3,71,6,4.8,1,0,2,0,0
322,2,3,72,4,3.2,3,1,1,0,0
322,2,3,73,10,8,1,0,3,0,0
322,2,3,74,4,3.2,2,1,4,0,0
322,2,3,75,14,11.2,3,1,5,0,0
322,2,3,76,6,4.8,3,1,2,0,0
322,2,3,77,20,16,1,0,7,0,0
322,2,3,78,12,9.6,3,1,4,0,0
322,2,3,79,16,12.8,3,1,5,0,0
322,2,3,80,18,14.4,2,0,13,0,0
322,2,3,81,8,6.4,2,0,6,0,0
323,1,1,1,16,12.8,2,1,16,0,0
323,1,1,2,14,11.2,1,0,5,0,0
323,1,1,3,4,3.2,2,1,4,0,0
323,1,1,4,8,6.4,1,0,3,0,0
323,1,1,5,10,8,2,1,10,0,0
323,1,1,6,16,12.8,1,0,6,0,0
323,1,1,7,18,14.4,2,1,18,0,0
323,1,1,8,18,14.4,1,0,7,0,0
323,1,1,9,6,4.8,3,1,6,0,0
323,1,1,10,14,11.2,3,1,14,0,0
323,1,1,11,12,9.6,1,0,5,0,0
323,1,1,12,20,16,3,1,20,0,0
323,1,1,13,4,3.2,1,1,4,0,0
323,1,1,14,6,4.8,2,1,6,0,0
323,1,1,15,8,6.4,3,1,8,0,0
323,1,1,16,12,9.6,3,1,12,0,0
323,1,1,17,14,11.2,2,1,15,0,0
323,1,1,18,6,4.8,1,0,6,0,0
323,1,1,19,10,8,1,0,10,0,0
323,1,1,20,8,6.4,2,0,8,0,0
323,1,1,21,20,16,1,0,20,0,0
323,1,1,22,18,14.4,3,1,18,0,0
323,1,1,23,10,8,3,1,10,0,0
323,1,1,24,20,16,2,1,20,0,0
323,1,1,25,16,12.8,3,1,16,0,0
323,1,1,26,12,9.6,2,1,12,0,0
323,1,1,27,4,3.2,3,1,4,0,0
323,1,2,28,16,12.8,2,1,16,0,0
323,1,2,29,6,4.8,3,1,6,0,0
323,1,2,30,4,3.2,2,1,4,0,0
323,1,2,31,14,11.2,1,0,5,0,0
323,1,2,32,10,8,2,1,10,0,0
323,1,2,33,14,11.2,3,1,14,0,0
323,1,2,34,18,14.4,2,1,18,0,0
323,1,2,35,6,4.8,2,1,6,0,0
323,1,2,36,8,6.4,1,0,3,0,0
323,1,2,37,16,12.8,1,0,6,0,0
323,1,2,38,14,11.2,2,1,14,0,0
323,1,2,39,20,16,3,1,20,0,0
323,1,2,40,8,6.4,3,1,8,0,0
323,1,2,41,18,14.4,1,0,7,0,0
323,1,2,42,12,9.6,3,1,12,0,0
323,1,2,43,18,14.4,3,1,18,0,0
323,1,2,44,8,6.4,2,1,8,0,0
323,1,2,45,12,9.6,1,0,5,0,0
323,1,2,46,20,16,2,1,20,0,0
323,1,2,47,12,9.6,2,1,12,0,0
323,1,2,48,4,3.2,1,0,2,0,0
323,1,2,49,10,8,3,1,10,0,0
323,1,2,50,6,4.8,1,0,3,0,0
323,1,2,51,16,12.8,3,1,16,0,0
323,1,2,52,4,3.2,3,1,4,0,0
323,1,2,53,10,8,1,0,4,0,0
323,1,2,54,20,16,1,0,7,0,0
323,1,3,55,6,4.8,3,1,6,0,0
323,1,3,56,14,11.2,3,1,14,0,0
323,1,3,57,14,11.2,1,0,5,0,0
323,1,3,58,8,6.4,1,0,3,0,0
323,1,3,59,20,16,3,1,20,0,0
323,1,3,60,8,6.4,3,1,8,0,0
323,1,3,61,16,12.8,1,0,6,0,0
323,1,3,62,16,12.8,2,1,16,0,0
323,1,3,63,18,14.4,1,0,7,0,0
323,1,3,64,12,9.6,1,0,5,0,0
323,1,3,65,12,9.6,3,1,12,0,0
323,1,3,66,18,14.4,3,1,18,0,0
323,1,3,67,4,3.2,2,1,4,0,0
323,1,3,68,4,3.2,1,0,2,0,0
323,1,3,69,10,8,2,1,10,0,0
323,1,3,70,6,4.8,1,0,3,0,0
323,1,3,71,18,14.4,2,1,18,0,0
323,1,3,72,10,8,3,1,10,0,0
323,1,3,73,16,12.8,3,1,16,0,0
323,1,3,74,10,8,1,0,4,0,0
323,1,3,75,6,4.8,2,1,6,0,0
323,1,3,76,20,16,1,0,7,0,0
323,1,3,77,14,11.2,2,1,14,0,0
323,1,3,78,8,6.4,2,1,8,0,0
323,1,3,79,4,3.2,3,1,4,0,0
323,1,3,80,20,16,2,1,20,0,0
323,1,3,81,12,9.6,2,1,12,0,0
324,2,1,1,20,16,1,0,10,0,0
324,2,1,2,10,8,2,0,10,0,0
324,2,1,3,6,4.8,1,0,3,0,0
324,2,1,4,4,3.2,1,0,3,0,0
324,2,1,5,18,14.4,2,0,9,0,0
324,2,1,6,14,11.2,1,0,7,0,0
324,2,1,7,14,11.2,3,1,7,0,0
324,2,1,8,6,4.8,3,1,3,0,0
324,2,1,9,8,6.4,2,0,10,0,0
324,2,1,10,12,9.6,3,1,5,0,0
324,2,1,11,16,12.8,3,1,6,0,0
324,2,1,12,18,14.4,1,0,9,0,0
324,2,1,13,10,8,3,1,7,0,0
324,2,1,14,8,6.4,1,0,6,0,0
324,2,1,15,20,16,3,1,10,0,0
324,2,1,16,16,12.8,1,0,8,0,0
324,2,1,17,10,8,1,0,7,0,0
324,2,1,18,20,16,2,0,15,0,0
324,2,1,19,4,3.2,2,0,6,0,0
324,2,1,20,4,3.2,3,1,2,0,0
324,2,1,21,18,14.4,3,1,9,0,0
324,2,1,22,14,11.2,2,0,15,0,0
324,2,1,23,8,6.4,3,1,4,0,0
324,2,1,24,6,4.8,2,0,8,0,0
324,2,1,25,12,9.6,1,0,6,0,0
324,2,1,26,12,9.6,2,0,14,0,0
324,2,1,27,16,12.8,2,0,17,0,0
324,2,2,28,20,16,1,0,10,0,0
324,2,2,29,14,11.2,3,1,7,0,0
324,2,2,30,6,4.8,1,0,5,0,0
324,2,2,31,6,4.8,3,1,4,0,0
324,2,2,32,12,9.6,3,1,6,0,0
324,2,2,33,10,8,2,0,12,0,0
324,2,2,34,18,14.4,2,0,20,0,0
324,2,2,35,16,12.8,3,1,8,0,0
324,2,2,36,8,6.4,2,0,10,0,0
324,2,2,37,4,3.2,1,0,3,0,0
324,2,2,38,20,16,2,0,21,0,0
324,2,2,39,10,8,3,1,6,0,0
324,2,2,40,20,16,3,1,10,0,0
324,2,2,41,4,3.2,2,0,5,0,0
324,2,2,42,14,11.2,2,0,15,0,0
324,2,2,43,4,3.2,3,1,3,0,0
324,2,2,44,18,14.4,3,1,8,0,0
324,2,2,45,6,4.8,2,0,8,0,0
324,2,2,46,12,9.6,2,0,14,0,0
324,2,2,47,14,11.2,1,0,7,0,0
324,2,2,48,18,14.4,1,0,8,0,0
324,2,2,49,16,12.8,2,0,18,0,0
324,2,2,50,8,6.4,1,0,5,0,0
324,2,2,51,16,12.8,1,0,7,0,0
324,2,2,52,8,6.4,3,1,5,0,0
324,2,2,53,10,8,1,0,7,0,0
324,2,2,54,12,9.6,1,0,8,0,0
324,2,3,55,10,8,2,0,12,0,0
324,2,3,56,20,16,1,0,10,0,0
324,2,3,57,14,11.2,3,1,8,0,0
324,2,3,58,6,4.8,3,1,3,0,0
324,2,3,59,6,4.8,1,0,5,0,0
324,2,3,60,4,3.2,1,0,3,0,0
324,2,3,61,18,14.4,2,0,-999,0,1
324,2,3,62,12,9.6,3,1,8,0,0
324,2,3,63,8,6.4,2,0,10,0,0
324,2,3,64,14,11.2,1,0,6,0,0
324,2,3,65,18,14.4,1,0,7,0,0
324,2,3,66,20,16,2,0,18,0,0
324,2,3,67,16,12.8,3,1,10,0,0
324,2,3,68,4,3.2,2,0,2,0,0
324,2,3,69,10,8,3,1,7,0,0
324,2,3,70,20,16,3,1,7,0,0
324,2,3,71,14,11.2,2,0,15,0,0
324,2,3,72,8,6.4,1,0,4,0,0
324,2,3,73,16,12.8,1,0,-999,0,1
324,2,3,74,4,3.2,3,1,2,0,0
324,2,3,75,18,14.4,3,1,8,0,0
324,2,3,76,6,4.8,2,0,8,0,0
324,2,3,77,10,8,1,0,7,0,0
324,2,3,78,12,9.6,2,0,14,0,0
324,2,3,79,16,12.8,2,0,18,0,0
324,2,3,80,12,9.6,1,0,5,0,0
324,2,3,81,8,6.4,3,1,3,0,0
325,1,1,1,16,12.8,3,1,6,0,0
325,1,1,2,4,3.2,3,1,2,0,0
325,1,1,3,6,4.8,2,1,4,0,0
325,1,1,4,4,3.2,1,0,1,0,0
325,1,1,5,14,11.2,2,1,9,0,0
325,1,1,6,10,8,3,1,4,0,0
325,1,1,7,18,14.4,3,1,6,0,0
325,1,1,8,14,11.2,1,1,9,0,0
325,1,1,9,18,14.4,1,0,7,0,0
325,1,1,10,6,4.8,3,1,6,0,0
325,1,1,11,10,8,1,0,4,0,0
325,1,1,12,14,11.2,3,1,6,0,0
325,1,1,13,6,4.8,1,1,7,0,0
325,1,1,14,20,16,2,1,10,0,0
325,1,1,15,8,6.4,2,1,9,0,0
325,1,1,16,20,16,1,0,7,0,0
325,1,1,17,12,9.6,2,1,13,0,0
325,1,1,18,12,9.6,1,0,5,0,0
325,1,1,19,8,6.4,3,1,4,0,0
325,1,1,20,20,16,3,1,6,0,0
325,1,1,21,18,14.4,2,1,9,0,0
325,1,1,22,16,12.8,1,0,6,0,0
325,1,1,23,8,6.4,1,0,4,0,0
325,1,1,24,10,8,2,1,10,0,0
325,1,1,25,12,9.6,3,1,6,0,0
325,1,1,26,16,12.8,2,1,12,0,0
325,1,1,27,4,3.2,2,1,5,0,0
325,1,2,28,4,3.2,1,0,2,0,0
325,1,2,29,16,12.8,3,1,6,0,0
325,1,2,30,14,11.2,1,0,5,0,0
325,1,2,31,18,14.4,1,0,7,0,0
325,1,2,32,6,4.8,2,1,6,0,0
325,1,2,33,14,11.2,2,1,10,0,0
325,1,2,34,4,3.2,3,1,3,0,0
325,1,2,35,10,8,3,1,3,0,0
325,1,2,36,20,16,2,1,14,0,0
325,1,2,37,18,14.4,3,1,7,0,0
325,1,2,38,8,6.4,2,1,8,0,0
325,1,2,39,6,4.8,3,1,4,0,0
325,1,2,40,12,9.6,2,1,12,0,0
325,1,2,41,14,11.2,3,1,7,0,0
325,1,2,42,18,14.4,2,1,15,0,0
325,1,2,43,10,8,1,0,5,0,0
325,1,2,44,8,6.4,3,1,3,0,0
325,1,2,45,6,4.8,1,0,3,0,0
325,1,2,46,20,16,1,0,8,0,0
325,1,2,47,10,8,2,1,11,0,0
325,1,2,48,12,9.6,1,0,8,0,0
325,1,2,49,16,12.8,1,0,6,0,0
325,1,2,50,16,12.8,2,1,13,0,0
325,1,2,51,20,16,3,1,10,0,0
325,1,2,52,4,3.2,2,1,4,0,0
325,1,2,53,8,6.4,1,0,5,0,0
325,1,2,54,12,9.6,3,1,6,0,0
325,1,3,55,4,3.2,1,0,2,0,0
325,1,3,56,6,4.8,2,1,6,0,0
325,1,3,57,14,11.2,2,1,12,0,0
325,1,3,58,14,11.2,1,0,8,0,0
325,1,3,59,16,12.8,3,1,8,0,0
325,1,3,60,18,14.4,1,0,7,0,0
325,1,3,61,4,3.2,3,1,3,0,0
325,1,3,62,10,8,1,0,5,0,0
325,1,3,63,20,16,2,1,13,0,0
325,1,3,64,6,4.8,1,0,2,0,0
325,1,3,65,8,6.4,2,1,9,0,0
325,1,3,66,10,8,3,1,7,0,0
325,1,3,67,18,14.4,3,1,10,0,0
325,1,3,68,12,9.6,2,1,9,0,0
325,1,3,69,18,14.4,2,1,14,0,0
325,1,3,70,20,16,1,0,9,0,0
325,1,3,71,12,9.6,1,1,12,0,0
325,1,3,72,6,4.8,3,1,6,0,0
325,1,3,73,16,12.8,1,0,8,0,0
325,1,3,74,10,8,2,1,9,0,0
325,1,3,75,14,11.2,3,1,6,0,0
325,1,3,76,8,6.4,3,1,6,0,0
325,1,3,77,8,6.4,1,0,8,0,0
325,1,3,78,20,16,3,1,8,0,0
325,1,3,79,12,9.6,3,1,5,0,0
325,1,3,80,16,12.8,2,1,11,0,0
325,1,3,81,4,3.2,2,0,6,0,0
326,2,1,1,14,11.2,2,1,16,0,0
326,2,1,2,12,9.6,1,1,14,0,0
326,2,1,3,6,4.8,2,1,6,0,0
326,2,1,4,16,12.8,1,1,18,0,0
326,2,1,5,12,9.6,2,1,14,0,0
326,2,1,6,18,14.4,1,1,22,0,0
326,2,1,7,16,12.8,2,1,22,0,0
326,2,1,8,8,6.4,1,1,9,0,0
326,2,1,9,10,8,3,1,10,0,0
326,2,1,10,18,14.4,3,1,18,0,0
326,2,1,11,14,11.2,1,1,16,0,0
326,2,1,12,8,6.4,3,1,5,0,0
326,2,1,13,4,3.2,1,1,4,0,0
326,2,1,14,10,8,2,1,10,0,0
326,2,1,15,20,16,3,1,15,0,0
326,2,1,16,4,3.2,3,1,4,0,0
326,2,1,17,20,16,2,1,22,0,0
326,2,1,18,6,4.8,1,1,6,0,0
326,2,1,19,10,8,1,1,10,0,0
326,2,1,20,4,3.2,2,1,4,0,0
326,2,1,21,20,16,1,1,20,0,0
326,2,1,22,14,11.2,3,1,14,0,0
326,2,1,23,6,4.8,3,1,6,0,0
326,2,1,24,18,14.4,2,1,18,0,0
326,2,1,25,12,9.6,3,1,10,0,0
326,2,1,26,8,6.4,2,1,8,0,0
326,2,1,27,16,12.8,3,1,10,0,0
326,2,2,28,14,11.2,2,1,14,0,0
326,2,2,29,10,8,3,1,6,0,0
326,2,2,30,6,4.8,2,1,8,0,0
326,2,2,31,12,9.6,1,1,13,0,0
326,2,2,32,12,9.6,2,1,12,0,0
326,2,2,33,18,14.4,3,1,6,0,0
326,2,2,34,16,12.8,2,1,16,0,0
326,2,2,35,10,8,2,1,10,0,0
326,2,2,36,16,12.8,1,1,16,0,0
326,2,2,37,18,14.4,1,1,18,0,0
326,2,2,38,20,16,2,1,20,0,0
326,2,2,39,8,6.4,3,1,8,0,0
326,2,2,40,20,16,3,1,10,0,0
326,2,2,41,8,6.4,1,1,8,0,0
326,2,2,42,4,3.2,3,1,4,0,0
326,2,2,43,14,11.2,3,1,6,0,0
326,2,2,44,4,3.2,2,1,4,0,0
326,2,2,45,14,11.2,1,1,14,0,0
326,2,2,46,18,14.4,2,1,18,0,0
326,2,2,47,8,6.4,2,1,8,0,0
326,2,2,48,4,3.2,1,1,4,0,0
326,2,2,49,6,4.8,3,1,11,0,0
326,2,2,50,6,4.8,1,1,6,0,0
326,2,2,51,12,9.6,3,1,5,0,0
326,2,2,52,16,12.8,3,1,8,0,0
326,2,2,53,10,8,1,1,10,0,0
326,2,2,54,20,16,1,1,22,0,0
326,2,3,55,10,8,3,1,6,0,0
326,2,3,56,18,14.4,3,1,10,0,0
326,2,3,57,12,9.6,1,1,13,0,0
326,2,3,58,16,12.8,1,1,16,0,0
326,2,3,59,8,6.4,3,1,8,0,0
326,2,3,60,20,16,3,1,15,0,0
326,2,3,61,18,14.4,1,1,20,0,0
326,2,3,62,14,11.2,2,1,14,0,0
326,2,3,63,8,6.4,1,1,8,0,0
326,2,3,64,14,11.2,1,1,14,0,0
326,2,3,65,4,3.2,3,1,4,0,0
326,2,3,66,14,11.2,3,1,8,0,0
326,2,3,67,6,4.8,2,1,6,0,0
326,2,3,68,4,3.2,1,1,4,0,0
326,2,3,69,12,9.6,2,1,13,0,0
326,2,3,70,6,4.8,1,1,6,0,0
326,2,3,71,16,12.8,2,1,16,0,0
326,2,3,72,6,4.8,3,1,6,0,0
326,2,3,73,12,9.6,3,1,6,0,0
326,2,3,74,10,8,1,1,12,0,0
326,2,3,75,10,8,2,1,10,0,0
326,2,3,76,20,16,1,1,20,0,0
326,2,3,77,20,16,2,1,20,0,0
326,2,3,78,4,3.2,2,1,3,0,0
326,2,3,79,16,12.8,3,1,10,0,0
326,2,3,80,18,14.4,2,1,18,0,0
326,2,3,81,8,6.4,2,1,8,0,0
327,2,1,1,14,11.2,1,0,16,0,0
327,2,1,2,16,12.8,2,0,13,0,0
327,2,1,3,8,6.4,1,0,10,0,0
327,2,1,4,16,12.8,1,0,13,0,0
327,2,1,5,4,3.2,2,0,6,0,0
327,2,1,6,18,14.4,1,0,20,0,0
327,2,1,7,6,4.8,3,0,8,0,0
327,2,1,8,14,11.2,3,0,15,0,0
327,2,1,9,10,8,2,0,12,0,0
327,2,1,10,20,16,3,0,22,0,0
327,2,1,11,8,6.4,3,0,10,0,0
327,2,1,12,12,9.6,1,0,14,0,0
327,2,1,13,12,9.6,3,0,14,0,0
327,2,1,14,4,3.2,1,0,6,0,0
327,2,1,15,18,14.4,3,0,20,0,0
327,2,1,16,6,4.8,1,0,8,0,0
327,2,1,17,10,8,1,0,12,0,0
327,2,1,18,18,14.4,2,0,20,0,0
327,2,1,19,6,4.8,2,0,8,0,0
327,2,1,20,10,8,3,0,12,0,0
327,2,1,21,16,12.8,3,0,18,0,0
327,2,1,22,14,11.2,2,0,16,0,0
327,2,1,23,4,3.2,3,0,6,0,0
327,2,1,24,8,6.4,2,0,10,0,0
327,2,1,25,20,16,1,0,23,0,0
327,2,1,26,20,16,2,0,-999,0,1
327,2,1,27,12,9.6,2,0,14,0,0
327,2,2,28,14,11.2,1,0,16,0,0
327,2,2,29,6,4.8,3,0,9,0,0
327,2,2,30,8,6.4,1,0,10,0,0
327,2,2,31,14,11.2,3,0,16,0,0
327,2,2,32,20,16,3,0,13,0,0
327,2,2,33,16,12.8,2,0,19,0,0
327,2,2,34,4,3.2,2,0,6,0,0
327,2,2,35,8,6.4,3,0,10,0,0
327,2,2,36,10,8,2,0,12,0,0
327,2,2,37,16,12.8,1,0,19,0,0
327,2,2,38,18,14.4,2,0,19,0,0
327,2,2,39,12,9.6,3,0,13,0,0
327,2,2,40,18,14.4,3,0,18,0,0
327,2,2,41,6,4.8,2,0,10,0,0
327,2,2,42,14,11.2,2,0,14,0,0
327,2,2,43,10,8,3,0,13,0,0
327,2,2,44,16,12.8,3,0,17,0,0
327,2,2,45,8,6.4,2,0,13,0,0
327,2,2,46,20,16,2,0,20,0,0
327,2,2,47,18,14.4,1,0,18,0,0
327,2,2,48,12,9.6,1,0,13,0,0
327,2,2,49,12,9.6,2,0,13,0,0
327,2,2,50,4,3.2,1,0,7,0,0
327,2,2,51,6,4.8,1,0,10,0,0
327,2,2,52,4,3.2,3,0,7,0,0
327,2,2,53,10,8,1,0,13,0,0
327,2,2,54,20,16,1,0,25,0,0
327,2,3,55,16,12.8,2,0,17,0,0
327,2,3,56,14,11.2,1,0,14,0,0
327,2,3,57,6,4.8,3,0,9,0,0
327,2,3,58,14,11.2,3,0,14,0,0
327,2,3,59,8,6.4,1,0,12,0,0
327,2,3,60,16,12.8,1,0,18,0,0
327,2,3,61,4,3.2,2,0,5,0,0
327,2,3,62,20,16,3,0,22,0,0
327,2,3,63,10,8,2,0,13,0,0
327,2,3,64,18,14.4,1,0,20,0,0
327,2,3,65,12,9.6,1,0,13,0,0
327,2,3,66,18,14.4,2,0,20,0,0
327,2,3,67,8,6.4,3,0,10,0,0
327,2,3,68,6,4.8,2,0,8,0,0
327,2,3,69,12,9.6,3,0,13,0,0
327,2,3,70,18,14.4,3,0,20,0,0
327,2,3,71,14,11.2,2,0,14,0,0
327,2,3,72,4,3.2,1,0,6,0,0
327,2,3,73,6,4.8,1,0,8,0,0
327,2,3,74,10,8,3,0,13,0,0
327,2,3,75,16,12.8,3,0,18,0,0
327,2,3,76,8,6.4,2,0,13,0,0
327,2,3,77,10,8,1,0,13,0,0
327,2,3,78,20,16,2,0,23,0,0
327,2,3,79,12,9.6,2,0,13,0,0
327,2,3,80,20,16,1,0,13,0,0
327,2,3,81,4,3.2,3,0,9,0,0
328,2,1,1,14,11.2,3,1,10,0,0
328,2,1,2,6,4.8,3,1,5,0,0
328,2,1,3,10,8,2,1,8,0,0
328,2,1,4,20,16,1,1,22,0,0
328,2,1,5,18,14.4,2,1,13,0,0
328,2,1,6,12,9.6,3,1,12,0,0
328,2,1,7,16,12.8,3,1,15,0,0
328,2,1,8,6,4.8,1,1,14,0,0
328,2,1,9,4,3.2,1,1,9,0,0
328,2,1,10,10,8,3,0,13,0,0
328,2,1,11,14,11.2,1,1,18,0,0
328,2,1,12,20,16,3,1,15,0,0
328,2,1,13,18,14.4,1,1,21,0,0
328,2,1,14,8,6.4,2,1,15,0,0
328,2,1,15,20,16,2,1,22,0,0
328,2,1,16,8,6.4,1,1,13,0,0
328,2,1,17,4,3.2,2,1,8,0,0
328,2,1,18,16,12.8,1,1,13,0,0
328,2,1,19,4,3.2,3,1,4,0,0
328,2,1,20,18,14.4,3,1,11,0,0
328,2,1,21,14,11.2,2,1,13,0,0
328,2,1,22,10,8,1,1,13,0,0
328,2,1,23,12,9.6,1,1,15,0,0
328,2,1,24,6,4.8,2,1,10,0,0
328,2,1,25,8,6.4,3,1,8,0,0
328,2,1,26,12,9.6,2,1,15,0,0
328,2,1,27,16,12.8,2,1,20,0,0
328,2,2,28,20,16,1,1,22,0,0
328,2,2,29,14,11.2,3,1,10,0,0
328,2,2,30,6,4.8,1,1,5,0,0
328,2,2,31,4,3.2,1,1,5,0,0
328,2,2,32,10,8,2,1,10,0,0
328,2,2,33,18,14.4,2,1,18,0,0
328,2,2,34,6,4.8,3,1,5,0,0
328,2,2,35,12,9.6,3,1,6,0,0
328,2,2,36,8,6.4,2,1,10,0,0
328,2,2,37,16,12.8,3,1,7,0,0
328,2,2,38,20,16,2,1,20,0,0
328,2,2,39,10,8,3,1,5,0,0
328,2,2,40,4,3.2,2,1,5,0,0
328,2,2,41,20,16,3,1,8,0,0
328,2,2,42,14,11.2,2,1,15,0,0
328,2,2,43,14,11.2,1,1,15,0,0
328,2,2,44,4,3.2,3,1,3,0,0
328,2,2,45,18,14.4,1,1,18,0,0
328,2,2,46,8,6.4,1,1,10,0,0
328,2,2,47,6,4.8,2,1,7,0,0
328,2,2,48,16,12.8,1,1,17,0,0
328,2,2,49,10,8,1,1,11,0,0
328,2,2,50,12,9.6,2,1,13,0,0
328,2,2,51,18,14.4,3,1,7,0,0
328,2,2,52,16,12.8,2,1,16,0,0
328,2,2,53,12,9.6,1,1,13,0,0
328,2,2,54,8,6.4,3,1,4,0,0
328,2,3,55,20,16,1,1,20,0,0
328,2,3,56,10,8,2,1,10,0,0
328,2,3,57,18,14.4,2,1,18,0,0
328,2,3,58,6,4.8,1,1,6,0,0
328,2,3,59,14,11.2,3,1,6,0,0
328,2,3,60,4,3.2,1,1,4,0,0
328,2,3,61,6,4.8,3,1,3,0,0
328,2,3,62,14,11.2,1,1,14,0,0
328,2,3,63,8,6.4,2,1,8,0,0
328,2,3,64,18,14.4,1,1,18,0,0
328,2,3,65,20,16,2,1,20,0,0
328,2,3,66,12,9.6,3,1,5,0,0
328,2,3,67,16,12.8,3,1,6,0,0
328,2,3,68,4,3.2,2,1,4,0,0
328,2,3,69,14,11.2,2,1,14,0,0
328,2,3,70,8,6.4,1,1,8,0,0
328,2,3,71,16,12.8,1,1,16,0,0
328,2,3,72,10,8,3,1,4,0,0
328,2,3,73,10,8,1,1,10,0,0
328,2,3,74,6,4.8,2,1,6,0,0
328,2,3,75,20,16,3,1,8,0,0
328,2,3,76,4,3.2,3,1,2,0,0
328,2,3,77,12,9.6,1,1,12,0,0
328,2,3,78,18,14.4,3,1,7,0,0
328,2,3,79,8,6.4,3,1,3,0,0
328,2,3,80,12,9.6,2,1,12,0,0
328,2,3,81,16,12.8,2,1,16,0,0
329,1,1,1,6,4.8,2,1,6,0,0
329,1,1,2,4,3.2,1,0,2,0,0
329,1,1,3,14,11.2,2,1,14,0,0
329,1,1,4,14,11.2,1,0,5,0,0
329,1,1,5,20,16,2,1,20,0,0
329,1,1,6,18,14.4,1,0,6,0,0
329,1,1,7,8,6.4,2,1,8,0,0
329,1,1,8,10,8,1,0,4,0,0
329,1,1,9,16,12.8,3,1,8,0,0
329,1,1,10,4,3.2,3,1,2,0,0
329,1,1,11,6,4.8,1,1,6,0,0
329,1,1,12,10,8,3,1,3,0,0
329,1,1,13,20,16,1,1,20,0,0
329,1,1,14,12,9.6,2,1,12,0,0
329,1,1,15,18,14.4,3,1,6,0,0
329,1,1,16,6,4.8,3,1,2,0,0
329,1,1,17,18,14.4,2,1,6,0,0
329,1,1,18,12,9.6,1,0,4,0,0
329,1,1,19,16,12.8,1,0,4,0,0
329,1,1,20,10,8,2,1,10,0,0
329,1,1,21,8,6.4,1,0,4,0,0
329,1,1,22,14,11.2,3,1,5,0,0
329,1,1,23,8,6.4,3,1,3,0,0
329,1,1,24,16,12.8,2,1,15,0,0
329,1,1,25,20,16,3,1,8,0,0
329,1,1,26,4,3.2,2,1,10,0,0
329,1,1,27,12,9.6,3,1,4,0,0
329,1,2,28,6,4.8,2,1,6,0,0
329,1,2,29,16,12.8,3,1,6,0,0
329,1,2,30,14,11.2,2,1,14,0,0
329,1,2,31,4,3.2,1,0,2,0,0
329,1,2,32,20,16,2,1,13,0,0
329,1,2,33,4,3.2,3,1,1,0,0
329,1,2,34,8,6.4,2,1,8,0,0
329,1,2,35,12,9.6,2,1,12,0,0
329,1,2,36,14,11.2,1,0,6,0,0
329,1,2,37,18,14.4,1,0,7,0,0
329,1,2,38,18,14.4,2,0,18,0,0
329,1,2,39,10,8,3,1,4,0,0
329,1,2,40,18,14.4,3,1,7,0,0
329,1,2,41,10,8,1,0,13,0,0
329,1,2,42,6,4.8,3,1,3,0,0
329,1,2,43,14,11.2,3,1,6,0,0
329,1,2,44,10,8,2,1,11,0,0
329,1,2,45,6,4.8,1,1,6,0,0
329,1,2,46,16,12.8,2,1,13,0,0
329,1,2,47,4,3.2,2,1,4,0,0
329,1,2,48,20,16,1,0,-999,0,1
329,1,2,49,8,6.4,3,-999,-999,1,1
329,1,2,49,8,6.4,3,1,3,0,0
329,1,2,50,12,9.6,1,0,4,0,0
329,1,2,51,20,16,3,1,7,0,0
329,1,2,52,12,9.6,3,1,4,0,0
329,1,2,53,16,12.8,1,0,8,0,0
329,1,2,54,8,6.4,1,0,2,0,0
329,1,3,55,16,12.8,3,1,8,0,0
329,1,3,56,4,3.2,3,1,2,0,0
329,1,3,57,4,3.2,1,0,3,0,0
329,1,3,58,14,11.2,1,0,-999,0,1
329,1,3,59,10,8,3,1,4,0,0
329,1,3,60,18,14.4,3,1,5,0,0
329,1,3,61,18,14.4,1,0,7,0,0
329,1,3,62,6,4.8,2,1,6,0,0
329,1,3,63,10,8,1,0,4,0,0
329,1,3,64,6,4.8,1,0,2,0,0
329,1,3,65,6,4.8,3,1,3,0,0
329,1,3,66,14,11.2,3,1,4,0,0
329,1,3,67,14,11.2,2,1,14,0,0
329,1,3,68,20,16,1,0,6,0,0
329,1,3,69,20,16,2,1,20,0,0
329,1,3,70,12,9.6,1,0,5,0,0
329,1,3,71,8,6.4,2,1,8,0,0
329,1,3,72,8,6.4,3,1,4,0,0
329,1,3,73,20,16,3,1,10,0,0
329,1,3,74,16,12.8,1,0,8,0,0
329,1,3,75,12,9.6,2,1,12,0,0
329,1,3,76,8,6.4,1,0,2,0,0
329,1,3,77,18,14.4,2,1,18,0,0
329,1,3,78,10,8,2,1,10,0,0
329,1,3,79,12,9.6,3,1,4,0,0
329,1,3,80,16,12.8,2,1,16,0,0
329,1,3,81,4,3.2,2,1,4,0,0
330,2,1,1,12,9.6,1,1,12,0,0
330,2,1,2,14,11.2,2,1,15,0,0
